        20,      2295,
   20.0082,      2365,
   20.0164,      2435,
   20.0245,      2372,
   20.0327,      2447,
   20.0409,      2391,
   20.0491,      2418,
   20.0572,      2300,
   20.0654,      2356,
   20.0736,      2345,
   20.0818,      2353,
   20.0899,      2362,
   20.0981,      2254,
   20.1063,      2369,
   20.1145,      2230,
   20.1226,      2372,
   20.1308,      2285,
    20.139,      2297,
   20.1472,      2418,
   20.1553,      2297,
   20.1635,      2429,
   20.1717,      2290,
   20.1799,      2365,
    20.188,      2323,
   20.1962,      2373,
   20.2044,      2408,
   20.2126,      2292,
   20.2207,      2284,
   20.2289,      2367,
   20.2371,      2307,
   20.2453,      2309,
   20.2534,      2329,
   20.2616,      2340,
   20.2698,      2281,
    20.278,      2345,
   20.2861,      2296,
   20.2943,      2246,
   20.3025,      2270,
   20.3107,      2411,
   20.3188,      2365,
    20.327,      2306,
   20.3352,      2327,
   20.3434,      2382,
   20.3515,      2375,
   20.3597,      2356,
   20.3679,      2365,
   20.3761,      2296,
   20.3842,      2368,
   20.3924,      2275,
   20.4006,      2366,
   20.4088,      2425,
   20.4169,      2293,
   20.4251,      2338,
   20.4333,      2330,
   20.4415,      2403,
   20.4496,      2345,
   20.4578,      2296,
    20.466,      2300,
   20.4742,      2444,
   20.4823,      2371,
   20.4905,      2355,
   20.4987,      2294,
   20.5069,      2292,
    20.515,      2309,
   20.5232,      2241,
   20.5314,      2345,
   20.5396,      2363,
   20.5477,      2390,
   20.5559,      2318,
   20.5641,      2341,
   20.5723,      2322,
   20.5804,      2422,
   20.5886,      2325,
   20.5968,      2423,
    20.605,      2271,
   20.6131,      2317,
   20.6213,      2351,
   20.6295,      2284,
   20.6377,      2289,
   20.6458,      2433,
    20.654,      2324,
   20.6622,      2297,
   20.6704,      2328,
   20.6785,      2324,
   20.6867,      2349,
   20.6949,      2371,
   20.7031,      2313,
   20.7112,      2303,
   20.7194,      2263,
   20.7276,      2344,
   20.7358,      2337,
   20.7439,      2291,
   20.7521,      2319,
   20.7603,      2313,
   20.7685,      2311,
   20.7766,      2368,
   20.7848,      2312,
    20.793,      2242,
   20.8012,      2365,
   20.8093,      2250,
   20.8175,      2264,
   20.8257,      2303,
   20.8339,      2239,
    20.842,      2250,
   20.8502,      2386,
   20.8584,      2367,
   20.8666,      2284,
   20.8747,      2307,
   20.8829,      2249,
   20.8911,      2320,
   20.8993,      2310,
   20.9074,      2324,
   20.9156,      2331,
   20.9238,      2297,
    20.932,      2244,
   20.9401,      2301,
   20.9483,      2316,
   20.9565,      2258,
   20.9647,      2276,
   20.9728,      2385,
    20.981,      2218,
   20.9892,      2292,
   20.9974,      2295,
   21.0055,      2370,
   21.0137,      2340,
   21.0219,      2353,
   21.0301,      2288,
   21.0382,      2324,
   21.0464,      2348,
   21.0546,      2330,
   21.0628,      2356,
   21.0709,      2231,
   21.0791,      2222,
   21.0873,      2259,
   21.0955,      2304,
   21.1036,      2396,
   21.1118,      2316,
     21.12,      2315,
   21.1282,      2339,
   21.1363,      2304,
   21.1445,      2358,
   21.1527,      2333,
   21.1609,      2220,
    21.169,      2396,
   21.1772,      2361,
   21.1854,      2302,
   21.1936,      2369,
   21.2017,      2430,
   21.2099,      2335,
   21.2181,      2280,
   21.2263,      2248,
   21.2344,      2364,
   21.2426,      2256,
   21.2508,      2298,
    21.259,      2303,
   21.2671,      2329,
   21.2753,      2352,
   21.2835,      2304,
   21.2917,      2339,
   21.2998,      2389,
    21.308,      2327,
   21.3162,      2193,
   21.3244,      2242,
   21.3325,      2318,
   21.3407,      2277,
   21.3489,      2264,
   21.3571,      2329,
   21.3652,      2321,
   21.3734,      2320,
   21.3816,      2295,
   21.3898,      2276,
   21.3979,      2368,
   21.4061,      2240,
   21.4143,      2383,
   21.4225,      2294,
   21.4306,      2329,
   21.4388,      2250,
    21.447,      2330,
   21.4552,      2239,
   21.4633,      2358,
   21.4715,      2339,
   21.4797,      2332,
   21.4879,      2255,
    21.496,      2265,
   21.5042,      2358,
   21.5124,      2299,
   21.5206,      2312,
   21.5287,      2315,
   21.5369,      2322,
   21.5451,      2285,
   21.5533,      2349,
   21.5614,      2376,
   21.5696,      2220,
   21.5778,      2307,
    21.586,      2286,
   21.5941,      2309,
   21.6023,      2357,
   21.6105,      2221,
   21.6187,      2259,
   21.6268,      2328,
    21.635,      2319,
   21.6432,      2351,
